source_path,source_url,title,post_type,wp_slug,content_length
/hdm-inhibitor-st057529/print.html,https://www.timtec.net/hdm-inhibitor-st057529/print.html,Untitled,page,hdm-inhibitor-st057529/print,153
/news/new-products/purchase-your-plates-covers-strips-from-timtec/print.html,https://www.timtec.net/news/new-products/purchase-your-plates-covers-strips-from-timtec/print.html,Untitled,post,news/new-products/purchase-your-plates-covers-strips-from-timtec/print,220
/inhibitor-prt4165/print.html,https://www.timtec.net/inhibitor-prt4165/print.html,Untitled,page,inhibitor-prt4165/print,152
/mitochondrial-membrane-molecules/print.html,https://www.timtec.net/mitochondrial-membrane-molecules/print.html,Untitled,page,mitochondrial-membrane-molecules/print,172
/services/print.html,https://www.timtec.net/services/print.html,Untitled,page,services/print,124
/sample-handling-weighing-plating-compound-library-management/print.html,https://www.timtec.net/sample-handling-weighing-plating-compound-library-management/print.html,Untitled,page,sample-handling-weighing-plating-compound-library-management/print,233
/compound-management-and-acquisition/print.html,https://www.timtec.net/compound-management-and-acquisition/print.html,Untitled,page,compound-management-and-acquisition/print,178
/custom-synthesis/print.html,https://www.timtec.net/custom-synthesis/print.html,Untitled,page,custom-synthesis/print,140
/cheminformatics-services/print.html,https://www.timtec.net/cheminformatics-services/print.html,Untitled,page,cheminformatics-services/print,156
/molecular-diversity-and-similarity-analysis/print.html,https://www.timtec.net/molecular-diversity-and-similarity-analysis/print.html,Untitled,page,molecular-diversity-and-similarity-analysis/print,194
/software/chemdbsoft/chemdbsoft-lite.html,https://www.timtec.net/software/chemdbsoft/chemdbsoft-lite.html,chemdbsoft-lite,page,software/chemdbsoft/chemdbsoft-lite,158
/software/chemdbsoft/chemdbsoft-full.html,https://www.timtec.net/software/chemdbsoft/chemdbsoft-full.html,chemdbsoft-full,page,software/chemdbsoft/chemdbsoft-full,158
/1-ched-demo/detail/1-chedt01.html,https://www.timtec.net/1-ched-demo/detail/1-chedt01.html?phocadownload=2&amp;tmpl=component,Untitled,page,1-ched-demo/detail/1-chedt01,35565
/1-ched-demo/detail/2-chedt02.html,https://www.timtec.net/1-ched-demo/detail/2-chedt02.html?phocadownload=2&amp;tmpl=component,Untitled,page,1-ched-demo/detail/2-chedt02,35703
/1-ched-demo/detail/3-chedt03.html,https://www.timtec.net/1-ched-demo/detail/3-chedt03.html?phocadownload=2&amp;tmpl=component,Untitled,page,1-ched-demo/detail/3-chedt03,35810
/1-ched-demo/detail/4-chedt04.html,https://www.timtec.net/1-ched-demo/detail/4-chedt04.html?phocadownload=2&amp;tmpl=component,Untitled,page,1-ched-demo/detail/4-chedt04,36918
/1-ched-demo/detail/5-chedt05.html,https://www.timtec.net/1-ched-demo/detail/5-chedt05.html?phocadownload=2&amp;tmpl=component,Untitled,page,1-ched-demo/detail/5-chedt05,39460
/1-ched-demo/detail/6-chedt06.html,https://www.timtec.net/1-ched-demo/detail/6-chedt06.html?phocadownload=2&amp;tmpl=component,Untitled,page,1-ched-demo/detail/6-chedt06,37777
/1-ched-demo/detail/7-chedt07.html,https://www.timtec.net/1-ched-demo/detail/7-chedt07.html?phocadownload=2&amp;tmpl=component,Untitled,page,1-ched-demo/detail/7-chedt07,33795
/1-ched-demo/detail/8-chedt08.html,https://www.timtec.net/1-ched-demo/detail/8-chedt08.html?phocadownload=2&amp;tmpl=component,Untitled,page,1-ched-demo/detail/8-chedt08,34840
/1-ched-demo/detail/9-chedt09.html,https://www.timtec.net/1-ched-demo/detail/9-chedt09.html?phocadownload=2&amp;tmpl=component,Untitled,page,1-ched-demo/detail/9-chedt09,34732
/1-ched-demo/detail/10-chedt10.html,https://www.timtec.net/1-ched-demo/detail/10-chedt10.html?phocadownload=2&amp;tmpl=component,Untitled,page,1-ched-demo/detail/10-chedt10,36618
/1-ched-demo/detail/11-chedt11.html,https://www.timtec.net/1-ched-demo/detail/11-chedt11.html?phocadownload=2&amp;tmpl=component,Untitled,page,1-ched-demo/detail/11-chedt11,32189
/1-ched-demo/detail/12-chedt12.html,https://www.timtec.net/1-ched-demo/detail/12-chedt12.html?phocadownload=2&amp;tmpl=component,Untitled,page,1-ched-demo/detail/12-chedt12,42502
/1-ched-demo/detail/13-chedt13.html,https://www.timtec.net/1-ched-demo/detail/13-chedt13.html?phocadownload=2&amp;tmpl=component,Untitled,page,1-ched-demo/detail/13-chedt13,42348
/1-ched-demo/detail/14-chedt14.html,https://www.timtec.net/1-ched-demo/detail/14-chedt14.html?phocadownload=2&amp;tmpl=component,Untitled,page,1-ched-demo/detail/14-chedt14,40248
/1-ched-demo/detail/15-chedt15.html,https://www.timtec.net/1-ched-demo/detail/15-chedt15.html?phocadownload=2&amp;tmpl=component,Untitled,page,1-ched-demo/detail/15-chedt15,32258
/1-ched-demo/detail/16-chedt16.html,https://www.timtec.net/1-ched-demo/detail/16-chedt16.html?phocadownload=2&amp;tmpl=component,Untitled,page,1-ched-demo/detail/16-chedt16,39706
/1-ched-demo/detail/17-chedt17.html,https://www.timtec.net/1-ched-demo/detail/17-chedt17.html?phocadownload=2&amp;tmpl=component,Untitled,page,1-ched-demo/detail/17-chedt17,43450
/1-ched-demo/detail/18-chedt18.html,https://www.timtec.net/1-ched-demo/detail/18-chedt18.html?phocadownload=2&amp;tmpl=component,Untitled,page,1-ched-demo/detail/18-chedt18,37252
/1-ched-demo/detail/19-chedt19.html,https://www.timtec.net/1-ched-demo/detail/19-chedt19.html?phocadownload=2&amp;tmpl=component,Untitled,page,1-ched-demo/detail/19-chedt19,37153
/software/chemdbsoft/structure-editor.html,https://www.timtec.net/software/chemdbsoft/structure-editor.html,structure-editor,page,software/chemdbsoft/structure-editor,160
/software/chemdbsoft/nmr-mass-and-ir-spectra-processing.html,https://www.timtec.net/software/chemdbsoft/nmr-mass-and-ir-spectra-processing.html,nmr-mass-and-ir-spectra-processing,page,software/chemdbsoft/nmr-mass-and-ir-spectra-processing,198
/software/chemdbsoft/diversity-and-similarity-analysis.html,https://www.timtec.net/software/chemdbsoft/diversity-and-similarity-analysis.html,diversity-and-similarity-analysis,page,software/chemdbsoft/diversity-and-similarity-analysis,194
/software/chemdbsoft/routines-for-synthesis-planning.html,https://www.timtec.net/software/chemdbsoft/routines-for-synthesis-planning.html,routines-for-synthesis-planning,page,software/chemdbsoft/routines-for-synthesis-planning,190
/software/chemdbsoft/structure-processing.html,https://www.timtec.net/software/chemdbsoft/structure-processing.html,structure-processing,page,software/chemdbsoft/structure-processing,168
/software/chemdbsoft/tautomer-search.html,https://www.timtec.net/software/chemdbsoft/tautomer-search.html,tautomer-search,page,software/chemdbsoft/tautomer-search,158
/software/chemdbsoft/additional-modules.html,https://www.timtec.net/software/chemdbsoft/additional-modules.html,additional-modules,page,software/chemdbsoft/additional-modules,164
/software/chemdbsoft/advanced-structure-search.html,https://www.timtec.net/software/chemdbsoft/advanced-structure-search.html,advanced-structure-search,page,software/chemdbsoft/advanced-structure-search,178
/software/chemdbsoft/chemical-glossary.html,https://www.timtec.net/software/chemdbsoft/chemical-glossary.html,chemical-glossary,page,software/chemdbsoft/chemical-glossary,162
/software/chemdbsoft/presentation-graphics.html,https://www.timtec.net/software/chemdbsoft/presentation-graphics.html,presentation-graphics,page,software/chemdbsoft/presentation-graphics,170
/software/chemdbsoft/chemdbsoft-search-faq.html,https://www.timtec.net/software/chemdbsoft/chemdbsoft-search-faq.html,chemdbsoft-search-faq,page,software/chemdbsoft/chemdbsoft-search-faq,170
/software/slipper-logp-logd-logsw-fa/slipper-prediction-of-logp-logd-logsw-fa.html,https://www.timtec.net/software/slipper-logp-logd-logsw-fa/slipper-prediction-of-logp-logd-logsw-fa.html,slipper-prediction-of-logp-logd-logsw-fa,page,software/slipper-logp-logd-logsw-fa/slipper-prediction-of-logp-logd-logsw-fa,228
/software/slipper-logp-logd-logsw-fa/calculation-method.html,https://www.timtec.net/software/slipper-logp-logd-logsw-fa/calculation-method.html,calculation-method,page,software/slipper-logp-logd-logsw-fa/calculation-method,180
/software/slipper-logp-logd-logsw-fa/prediction-for-a-single-compound.html,https://www.timtec.net/software/slipper-logp-logd-logsw-fa/prediction-for-a-single-compound.html,prediction-for-a-single-compound,page,software/slipper-logp-logd-logsw-fa/prediction-for-a-single-compound,208
/software/slipper-logp-logd-logsw-fa/prediction-from-an-sdf-file.html,https://www.timtec.net/software/slipper-logp-logd-logsw-fa/prediction-from-an-sdf-file.html,prediction-from-an-sdf-file,page,software/slipper-logp-logd-logsw-fa/prediction-from-an-sdf-file,198
/software/slipper-logp-logd-logsw-fa/prediction-for-a-database.html,https://www.timtec.net/software/slipper-logp-logd-logsw-fa/prediction-for-a-database.html,prediction-for-a-database,page,software/slipper-logp-logd-logsw-fa/prediction-for-a-database,194
/software/slipper-logp-logd-logsw-fa/references.html,https://www.timtec.net/software/slipper-logp-logd-logsw-fa/references.html,references,page,software/slipper-logp-logd-logsw-fa/references,164
/software/hybot/hybot-manual/print.html,https://www.timtec.net/software/hybot/hybot-manual/print.html,Untitled,page,software/hybot/hybot-manual/print,147
/about-timtec/print.html,https://www.timtec.net/about-timtec/print.html,Untitled,page,about-timtec/print,132
/template-based-compound-libraries.html,https://www.timtec.net/template-based-compound-libraries.html,template-based-compound-libraries,page,template-based-compound-libraries,174
/contact-us/print.html,https://www.timtec.net/contact-us/print.html,Untitled,page,contact-us/print,128
/our-customers/print.html,https://www.timtec.net/our-customers/print.html,Untitled,page,our-customers/print,134
/partners/print.html,https://www.timtec.net/partners/print.html,Untitled,page,partners/print,125
/timtec-network/print.html,https://www.timtec.net/timtec-network/print.html,Untitled,page,timtec-network/print,136
/grants-and-funding-web-resources/print.html,https://www.timtec.net/grants-and-funding-web-resources/print.html,Untitled,page,grants-and-funding-web-resources/print,172
/terms-of-sale/print.html,https://www.timtec.net/terms-of-sale/print.html,Untitled,page,terms-of-sale/print,134
/faqs/general/faqs/print.html,https://www.timtec.net/faqs/general/faqs/print.html,Untitled,category,faqs/general/faqs/print,129
/faqs/general,https://www.timtec.net/faqs/general/,general,category,faqs/general,39555
/index.php/home/chemical-compounds/news/news/home/download-databases.html,https://www.timtec.net/index.php/home/chemical-compounds/news/news/home/download-databases.html,Download Databases,post,index.php/home/chemical-compounds/news/news/home/download-databases,31563
/index.php/home/chemical-compounds/news/news/user/register.html,https://www.timtec.net/index.php/home/chemical-compounds/news/news/user/register.html,User Registration,post,index.php/home/chemical-compounds/news/news/user/register,83647
/index.php/home/chemical-compounds/news/news/screening-compound-libraries.html,https://www.timtec.net/index.php/home/chemical-compounds/news/news/screening-compound-libraries.html,screening-compound-libraries,post,index.php/home/chemical-compounds/news/news/screening-compound-libraries,208
/index.php/home/chemical-compounds/news/news/targeted.html,https://www.timtec.net/index.php/home/chemical-compounds/news/news/targeted.html,targeted,post,index.php/home/chemical-compounds/news/news/targeted,187
